naslov,avtor,# novih poglavij,# novih besed,# poglavij,# besed,datum objave novega poglavja,datum prve objave,teden v katerem je bilo objavljeno novo poglavje,je quest,je zaključen 
Making Friends,SouthernWind,1,1200,1,1200,2018-04-28,2018-04-27,2018-04-28,False,True
Nihtiw Live Eht,SouthernWind,1,453,1,453,2018-04-28,2018-04-28,2018-04-28,False,True
The Ballad of Lady Hebert,SouthernWind,1,875,1,875,2018-04-28,2018-04-28,2018-04-28,False,True
The Dalet Invasion,SouthernWind,1,1600,1,1600,2018-04-28,2018-04-28,2018-04-28,False,True
The Man from the Iron Castle,SouthernWind,1,1500,1,1500,2018-04-28,2018-04-28,2018-04-28,False,True
Tattletale gets Laid,Axle,1,1500,26,27000,2018-04-28,2016-05-06,2018-04-28,False,False
Verbose,Madbranch,1,762,6,5800,2018-04-28,2018-07-07,2018-04-28,False,False
Blundering Branches,Seij,1,3000,10,24000,2018-04-28,2018-10-25,2018-04-28,False,False
The Champion of the Outer Reaches,Mglakoe,1,1000,7,6500,2018-04-28,2018-12-19,2018-04-28,False,False
Definitions,acerak,1,2400,10,24000,2018-04-28,2018-01-30,2018-04-28,False,False
Heroes of the Forum,TheDivineDemon,1,1600,2,3200,2018-04-28,2018-04-05,2018-04-28,False,False
A Dog in Brockton Bay,Dog_of_Fate_Alice_Maria,1,2300,4,8100,2018-04-28,2018-04-20,2018-04-28,False,False
A Dog in the Bay,Dog of Fate Amaria,1,2300,4,8100,2018-04-28,2018-04-17,2018-04-28,False,False
Frame of Reference,Eucatastrophe,1,6000,7,34000,2018-04-28,2018-04-09,2018-04-28,False,False
Power Without Limit,TheFat1,1,4100,8,18000,2018-04-28,2018-02-10,2018-04-28,False,False
PRIMAL,NexusTheDark,1,3700,24,83000,2018-04-28,2016-06-21,2018-04-28,False,False
Razor Dreams,Atren Graves,1,1500,3,596,2018-04-28,2018-04-26,2018-04-28,False,False
Self Insertion,Istaran,128,133000,128,133000,2018-04-28,2018-06-24,2018-04-28,False,False
Stand By Me,Leingod,2,1600,2,1600,2018-04-28,2018-03-19,2018-04-28,False,False
SuperUltraGoth!Taylor,MadyLoco,1,328,9,3700,2018-04-28,2018-04-11,2018-04-28,False,False
"Three Claws-Worm/Xmen, OCinsert",Dis Lexic,1,2500,5,10000,2018-04-28,2018-04-23,2018-04-28,False,False
Two Twisted Lovers,Monstrel45,1,4200,4,6900,2018-04-28,2018-10-07,2018-04-28,False,False
Who Made This Game?,Nano6243,9,57000,9,57000,2018-04-28,2018-01-17,2018-04-28,False,False
Y&apos;all Are Stupid,Jsyrin,1,66,33,39000,2018-04-28,2018-11-18,2018-04-28,False,False
Being the Holy Grail is Suffering...,FacelessDoll,1,2000,48,100000,2018-04-28,2018-02-06,2018-04-28,True,False
A Stroll through the Multiverse,Metroidwave,1,1300,17,9900,2018-04-28,2018-11-27,2018-04-28,True,False
Challenge: Kamen Rider X Worm,WBXtreme234,1,183,1,183,2018-04-21,2018-04-20,2018-04-21,False,False
Going Down to Get Some Bread,logiccosmic,1,1000,1,1000,2018-04-21,2018-04-21,2018-04-21,False,False
The Hebert-Skitter FaÃ§ade,Undead_Crow,1,717,1,717,2018-04-21,2018-04-21,2018-04-21,False,False
I Cast Fist!,GameDrake,1,1400,1,1400,2018-04-21,2018-04-21,2018-04-21,False,False
Love Heals All Wounds,Chartic,1,600,1,600,2018-04-21,2018-04-21,2018-04-21,False,False
Massively Parallel Incursion,Alex Prior,2,4400,2,4400,2018-04-21,2018-04-21,2018-04-21,False,False
Poisoned Perspectives,Digital Thorns,1,660,1,660,2018-04-21,2018-04-21,2018-04-21,False,False
Rubble and NanoMachines,Happy1K1nob1,1,1200,1,1200,2018-04-22,2018-04-22,2018-04-21,False,False
"Shade {or: &quot;I, Shadow Stalker&quot;}",Solarkness,2,2300,2,2300,2018-04-21,2018-04-21,2018-04-21,False,False
Bloodrain,acairta,1,1900,1,1900,2018-04-21,2018-04-21,2018-04-21,False,True
Chronicle,Bakkughan,2,9100,2,9100,2018-04-21,2018-04-19,2018-04-21,False,True
Trinket - 3,billymorph,1,3400,1,3400,2018-04-21,2018-04-21,2018-04-21,False,True
Black Night,devas,1,823,1,823,2018-04-21,2018-04-21,2018-04-21,False,True
Empty Cans of Hatred,devas,1,1300,1,1300,2018-04-21,2018-04-21,2018-04-21,False,True
Fallout,QAI521,1,7100,1,7100,2018-04-21,2018-04-21,2018-04-21,False,True
The Auction,Gaia,1,937,1,937,2018-04-21,2018-04-20,2018-04-21,False,True
The Beasts of Brockton Bay,Lord Mendasuit,1,5100,1,5100,2018-04-21,2018-04-21,2018-04-21,False,True
Miss Jekyl and Dr. Hyde,Mglakoe,1,1400,1,1400,2018-04-21,2018-04-21,2018-04-21,False,True
Reincarnation INC.,Onewhiteconehat,1,474,1,474,2018-04-21,2018-04-21,2018-04-21,False,True
She&apos;s a Hero,SeerKing,1,4000,1,4000,2018-04-21,2018-04-21,2018-04-21,False,True
Mourn,SouthernWind,1,1200,1,1200,2018-04-21,2018-04-21,2018-04-21,False,True
Heat and Steel,T0PH4T,1,1000,1,1000,2018-04-21,2018-04-20,2018-04-21,False,True
Laid-Back Capes Î,Your Citrus Buddy,1,6700,1,6700,2018-04-21,2018-04-21,2018-04-21,False,True
Hostage Situation,Ack,1,9000,8,33000,2018-04-21,2015-08-09,2018-04-21,False,False
A Little Help,wizerd00,1,1900,13,35000,2018-04-21,2018-05-10,2018-04-21,False,False
Shangri-La,TheFat1,1,2600,35,75000,2018-04-21,2018-09-07,2018-04-21,False,False
Big Dreams,Akallas von Aerok,1,623,11,26000,2018-04-21,2018-04-04,2018-04-21,False,False
Escalation&apos;s Son,Morgan Arc,1,2100,7,3100,2018-04-21,2018-04-13,2018-04-21,False,False
Foxglove,Storm0fCrows,1,1900,5,12000,2018-04-22,2018-01-29,2018-04-21,False,False
Half Thousand Acts,Akallas von Aerok,3,5300,64,82000,2018-04-21,2018-01-11,2018-04-21,False,False
Morningstar,NotZiz,1,2100,10,14000,2018-04-21,2016-11-06,2018-04-21,False,False
Ophidian,Pita,1,2300,3,7500,2018-04-21,2018-03-31,2018-04-21,False,False
Primordial,Phantomwa1ker,1,7900,2,3000,2018-04-21,2018-04-19,2018-04-21,False,False
Rise of Alchemy,EternalGamer66,1,2000,2,529,2018-04-21,2018-04-06,2018-04-21,False,False
The Slaughterhouse Nine Go Hollywood,asododsteel,1,408,5,3900,2018-04-21,2018-03-11,2018-04-21,False,False
A Small Problem,Cryptix,4,3600,4,3600,2018-04-21,2017-03-01,2018-04-21,False,False
Worm 101,Stravick Ovmahn,2,3900,6,10000,2018-04-21,2018-04-13,2018-04-21,False,False
Fusion,veive,2,1900,2,1900,2018-04-14,2018-04-14,2018-04-14,False,False
History in a Moment: A Worm Story,Zeikfried,2,16000,2,16000,2018-04-16,2018-04-15,2018-04-14,False,False
Is This Seriously A Game?,Demetric,1,1100,1,1100,2018-04-14,2018-04-14,2018-04-14,False,False
Looking for Upsides,GoldenCookie,2,1800,2,1800,2018-04-15,2018-04-13,2018-04-14,False,False
Proof,logiccosmic,2,1600,2,1600,2018-04-14,2018-04-14,2018-04-14,False,False
Overripe Bombs,Repaer Grimm,2,2600,2,2600,2018-04-14,2018-04-14,2018-04-14,True,False
Lattehouse Funf,frustratedFreeboota,3,1800,3,1800,2018-04-14,2018-02-17,2018-04-14,False,True
Field Taylor,Hydralisk,1,1700,1,1700,2018-04-14,2018-04-14,2018-04-14,False,True
In Which Taylor Uses A Giant Robot To Squash Leviathan,TheShadowsOfVanity,1,551,1,551,2018-04-14,2018-04-14,2018-04-14,False,True
Lucky Vulture,T0PH4T,1,3000,1,3000,2018-04-15,2018-04-14,2018-04-14,False,True
Asclepius,Mglakoe,1,1700,1,1700,2018-04-14,2018-04-14,2018-04-14,False,True
On the Edge,CPericardium,1,2300,1,2300,2018-04-14,2018-04-13,2018-04-14,False,True
Food Chain,SouthernWind,1,1200,1,1200,2018-04-14,2018-04-14,2018-04-14,False,True
No Holds Barred,SouthernWind,1,2300,1,2300,2018-04-15,2018-04-14,2018-04-14,False,True
S-Class Threat,SouthernWind,1,1900,1,1900,2018-04-14,2018-04-14,2018-04-14,False,True
The Killing Joke,SouthernWind,1,648,1,648,2018-04-14,2018-04-14,2018-04-14,False,True
Welcome to Not Kansas,SouthernWind,1,847,1,847,2018-04-14,2018-04-14,2018-04-14,False,True
Advice: A Story of Bleiss,T0PH4T,1,1500,1,1500,2018-04-15,2018-04-14,2018-04-14,False,True
"E.L.F, Extraterrestrial Lifeform",Shujin,1,2800,31,79000,2018-04-15,2016-07-17,2018-04-14,False,False
Grigori,JinglyJangles,4,19000,4,19000,2018-04-15,2017-03-16,2018-04-14,False,False
Daughter of Sunlight,Alias_2v10,1,1600,4,10000,2018-04-14,2018-04-03,2018-04-14,False,False
Entity Nemesis,Cannibal.Pride,2,2600,5,4200,2018-04-16,2018-04-10,2018-04-14,False,False
Gambit,Fantasy Ra,1,6900,42,154000,2018-04-14,2016-09-15,2018-04-14,False,False
"Making Me Maid Is Madness, My Master",Vereor Nox,1,1100,15,18000,2018-04-15,2018-04-06,2018-04-14,False,False
Thunderstruck,Mr. Cloak,2,5400,8,10000,2018-04-14,2018-01-01,2018-04-14,False,False
Not a Hero,Akallas von Aerok,1,1600,4,6800,2018-04-14,2018-03-04,2018-04-14,False,False
Demon Lord of the Swarm,SeerKing,1,7100,5,21000,2018-04-14,2018-04-03,2018-04-14,False,False
The Stars,Razaraga,1,1100,3,2600,2018-04-15,2018-03-29,2018-04-14,False,False
THE SUN,Vhalidictes,1,4800,11,3900,2018-04-14,2018-03-03,2018-04-14,False,False
Tarantism,TheFat1,1,2300,13,28000,2018-04-15,2018-11-08,2018-04-14,False,False
Wyrm,Z488411,19,44000,19,44000,2018-04-14,2018-01-04,2018-04-14,True,False
Diet eidolon snippets worm cyoa v5 gimel x mcu,Lokpik89,1,118,1,118,2018-04-07,2018-04-07,2018-04-07,False,False
Dragons Do Not Have Anger Problems,Chillingbear,2,6700,2,6700,2018-04-07,2018-04-07,2018-04-07,False,False
ElectricWorm,helljumper775,1,1200,1,1200,2018-04-07,2018-04-07,2018-04-07,False,False
Home is a Battlefield,JayBA,3,10000,3,10000,2018-04-07,2018-04-07,2018-04-07,False,False
Infestation,replicator,1,577,1,577,2018-04-07,2018-04-06,2018-04-07,False,False
A Skid in the road,StaleRiceCracker,6,4800,6,4800,2018-04-07,2018-04-07,2018-04-07,False,False
Spacebattles Administrator Shard,Error404:PlotNotFound,2,1600,2,1600,2018-04-07,2018-04-07,2018-04-07,False,False
A Strange Brickwork,jesj,6,1900,6,1900,2018-04-07,2018-04-07,2018-04-07,False,False
Wolzard and the Mighty Morphin Worm Rangers,ScyBlade,1,1500,1,1500,2018-04-07,2018-04-07,2018-04-07,False,False
Trinket,billymorph,2,2600,2,2600,2018-04-07,2018-03-30,2018-04-07,False,True
Troublesome Inquiries,Dyranum,1,595,1,595,2018-04-07,2018-04-07,2018-04-07,False,True
Can&apos;t Wash This Out,Gaia,1,1200,1,1200,2018-04-07,2018-04-07,2018-04-07,False,True
I Was Conceived By My Disease,Gaia,1,882,1,882,2018-04-07,2018-04-07,2018-04-07,False,True
Starting a gang is easy,JackSl,2,2900,2,2900,2018-04-07,2018-04-07,2018-04-07,False,True
Stranger Mouse,Jonn Wolfe,1,1500,1,1500,2018-04-07,2018-04-07,2018-04-07,False,True
Dig-Dug Worms,Mglakoe,1,1300,1,1300,2018-04-07,2018-04-07,2018-04-07,False,True
Irradiated Worm,Mglakoe,2,1800,2,1800,2018-04-07,2018-04-07,2018-04-07,False,True
Lets put a smile on that face,Mglakoe,1,1300,1,1300,2018-04-07,2018-04-07,2018-04-07,False,True
Mandolore,Mglakoe,1,1700,1,1700,2018-04-07,2018-04-07,2018-04-07,False,True
What&apos;s In The Name (Of The Song)?,Noelemahc,1,778,1,778,2018-04-07,2018-04-07,2018-04-07,False,True
Pow-Worm Rangers,muqi,1,1500,1,1500,2018-04-07,2018-04-07,2018-04-07,False,True
Smolder,SouthernWind,1,1400,1,1400,2018-04-07,2018-04-07,2018-04-07,False,True
Memetic Me,Roarian,1,4700,15,36000,2018-04-07,2016-01-03,2018-04-07,False,False
Only the Strong,AngryPirate,1,3400,4,12000,2018-04-07,2018-01-02,2018-04-07,False,False
City of Escalation,Harper&apos;s Fairy,1,385,9,15000,2018-04-07,2018-03-22,2018-04-07,False,False
How to Hero in 115 ways,Cannibal.Pride,1,19,4,3100,2018-04-07,2018-03-22,2018-04-07,False,False
Overpowered,Stravick Ovmahn,1,1500,27,55000,2018-04-07,2018-10-08,2018-04-07,False,False
Placing Blame!,Deus_Ex_Transhuman,1,5900,2,10000,2018-04-07,2018-04-03,2018-04-07,False,False
The Power of Epona,Tangent,17,31000,17,31000,2018-04-07,2017-02-08,2018-04-07,False,False
Prometheus,munchkinomatic,1,2300,11,40000,2018-04-07,2016-12-21,2018-04-07,False,False
The Son of Escalation,Morgan Arc,5,11000,5,11000,2018-04-07,2018-04-06,2018-04-07,False,False
Splinters,Vhalidictes,1,12000,16,45000,2018-04-07,2018-02-27,2018-04-07,False,False
Wormed In,helljumper775,1,1000,5,5000,2018-04-07,2018-03-07,2018-04-07,False,False
Evidence is Everything,Panory,1,2400,3,4600,2018-04-07,2018-04-04,2018-04-07,True,False
Taylor and Spiders Go to Whitecastle,Gaia,1,1100,6,3900,2018-04-07,2018-03-20,2018-04-07,True,False
Golden Sun,Urthor1996,4,9200,4,9200,2018-03-31,2018-03-31,2018-03-31,False,False
Providence,Fcrants,1,999,1,999,2018-03-31,2018-03-31,2018-03-31,False,False
Re:Hero,Lord Soloxor,1,641,1,641,2018-03-31,2018-03-31,2018-03-31,False,False
Tinker Over 12,ModernFunkonomics52,1,605,1,605,2018-03-31,2018-03-31,2018-03-31,False,False
Trials of a Dragon Hero,Nianque,3,2100,3,2100,2018-03-31,2018-03-31,2018-03-31,False,False
A TRUE SI,StaleRiceCracker,1,750,1,750,2018-03-31,2018-03-31,2018-03-31,False,False
Sense,BeaconHill,2,2800,2,2800,2018-03-31,2018-03-27,2018-03-31,False,True
Failure to Explode,Harbin,1,2500,1,2500,2018-03-31,2018-03-31,2018-03-31,False,True
Taylor the Barbarian,HereticalZed,4,5800,4,5800,2018-03-31,2016-12-25,2018-03-31,False,True
Barkeep,Hydra_sv,1,1800,1,1800,2018-03-31,2018-03-30,2018-03-31,False,True
Geas,Hydra_sv,1,378,1,378,2018-03-31,2018-03-30,2018-03-31,False,True
Ikaros Angeloid Taylor 1,Hydralisk,2,7200,2,7200,2018-03-31,2018-03-31,2018-03-31,False,True
Simurgh Taylor 1,Hydralisk,3,9100,3,9100,2018-03-31,2018-03-31,2018-03-31,False,True
Doctor Daughter,RavensDagger,1,970,1,970,2018-03-31,2018-03-31,2018-03-31,False,True
Paths and Pain,RavensDagger,1,2200,1,2200,2018-03-31,2018-03-31,2018-03-31,False,True
The Book of Worms,RavensDagger,1,884,1,884,2018-03-31,2018-03-31,2018-03-31,False,True
Revisit,Ryan DD Durnell,1,1000,1,1000,2018-03-31,2018-03-31,2018-03-31,False,True
"Literate, Prologue",Ryuugi,1,3100,1,3100,2018-03-31,2018-03-31,2018-03-31,False,True
Seoul City Nights,skyrunner,1,2500,1,2500,2018-03-31,2018-03-31,2018-03-31,False,True
Coiling,SouthernWind,1,1600,1,1600,2018-03-31,2018-03-31,2018-03-31,False,True
Dog Law,SouthernWind,1,1400,1,1400,2018-03-31,2018-03-31,2018-03-31,False,True
Inspiration,SouthernWind,1,1400,1,1400,2018-03-31,2018-03-31,2018-03-31,False,True
Burst,Verdthandi,1,581,1,581,2018-03-31,2018-03-31,2018-03-31,False,True
Checking Limits,Verdthandi,1,7,1,7,2018-03-31,2018-03-31,2018-03-31,False,True
"Green Sun, Gold Morning",Verdthandi,1,577,1,577,2018-03-31,2018-03-31,2018-03-31,False,True
Heart of Glass,Verdthandi,1,460,1,460,2018-03-31,2018-03-31,2018-03-31,False,True
Intro &amp; Introspection,Verdthandi,1,915,1,915,2018-03-31,2018-03-31,2018-03-31,False,True
Chrysm,LoZCollector,4,12000,4,12000,2018-03-31,2018-03-30,2018-03-31,False,False
Devoted Monster,Zira,1,3700,8,18000,2018-03-31,2018-02-04,2018-03-31,False,False
Electric,Jonn Wolfe,1,0,3,3700,2018-03-31,2018-03-22,2018-03-31,False,False
The Escalation Duelist,Morgan Arc,5,11000,26,59000,2018-03-31,2018-03-11,2018-03-31,False,False
The Gungeoneer of Brockton Bay,huntermjiolnir,1,976,2,2300,2018-03-31,2018-03-18,2018-03-31,False,False
Hebertear,Sgtbird08,3,4900,3,4900,2018-03-31,2018-03-27,2018-03-31,False,False
Lustrous,FORTEHCOOKIES!!1!1,1,1600,4,7600,2018-03-31,2018-03-24,2018-03-31,False,False
Mystic,Shirogami,1,1700,20,40000,2018-03-31,2015-06-10,2018-03-31,False,False
Reconcile,Veozar,1,1200,24,50000,2018-03-31,2018-06-26,2018-03-31,False,False
Of Shards and Reapers,SouthernWind,1,2500,3,7500,2018-03-31,2018-03-13,2018-03-31,False,False
Through The Looking Glass,EtchJetty,1,2900,4,8400,2018-03-31,2018-03-17,2018-03-31,False,False
Tungsten,ManMagnificent,1,3100,8,17000,2018-03-31,2018-02-24,2018-03-31,False,False
Skittering Machines,Dark Wanderer,1,2000,19,36000,2018-03-31,2018-01-08,2018-03-31,True,False
Ad Victoriam,chimera0205,1,1700,1,1700,2018-03-24,2018-03-24,2018-03-24,False,False
Birds of a Feather,T0PH4T,1,6200,1,6200,2018-03-24,2018-03-24,2018-03-24,False,False
Overpowered Hero,Kian Xki,4,7400,4,7400,2018-03-24,2018-03-24,2018-03-24,False,False
The Snarling Horde,zerox4,1,1200,1,1200,2018-03-24,2018-03-24,2018-03-24,False,False
Tres,Zeitchen,1,2700,1,2700,2018-03-24,2018-03-24,2018-03-24,False,False
An Uchiha in Worm Verse!,CielPhantomhive,1,725,1,725,2018-03-24,2018-03-24,2018-03-24,False,False
Your Reality,chimera0205,1,853,1,853,2018-03-24,2018-03-24,2018-03-24,False,False
Bandanas and Excitable Fans,frustratedFreeboota,1,793,1,793,2018-03-25,2018-03-24,2018-03-24,False,True
A Very Unfair Matchup,Dyranum,1,1400,1,1400,2018-03-24,2018-03-24,2018-03-24,False,True
RNG Taylor,Hydralisk,1,3500,1,3500,2018-03-24,2018-03-24,2018-03-24,False,True
Worm/40k Magnus,Hydralisk,1,4200,1,4200,2018-03-24,2018-03-24,2018-03-24,False,True
Wraith Taylor,Hydralisk,1,1600,1,1600,2018-03-24,2018-03-24,2018-03-24,False,True
Skulk,ManMagnificent,2,6500,2,6500,2018-03-24,2018-03-24,2018-03-24,False,True
"I would gladly, again",Onewhiteconehat,1,370,1,370,2018-03-24,2018-03-24,2018-03-24,False,True
Locker 42,Onewhiteconehat,1,1000,1,1000,2018-03-24,2018-03-24,2018-03-24,False,True
Prism,QAI521,1,5200,1,5200,2018-03-24,2018-03-24,2018-03-24,False,True
A Single Punch,SouthernWind,2,2800,2,2800,2018-03-24,2018-03-24,2018-03-24,False,True
Jitterbug,SouthernWind,1,2200,1,2200,2018-03-24,2018-03-24,2018-03-24,False,True
Prescription for Happiness,SouthernWind,1,2200,1,2200,2018-03-24,2018-03-24,2018-03-24,False,True
The White Rose,SouthernWind,1,2300,1,2300,2018-03-24,2018-03-24,2018-03-24,False,True
Keep the Flame Alive,Ziel,2,11000,2,11000,2018-03-24,2018-03-02,2018-03-24,False,True
New Server,TheManNowDog,1,700,13,10000,2018-03-24,2018-07-28,2018-03-24,False,False
Sign on the Dotted Line,Yama951,1,1400,20,39000,2018-03-24,2018-04-21,2018-03-24,False,False
Glaistig Uaine Quest,Bitoes,1,603,4,1900,2018-03-24,2018-11-03,2018-03-24,True,False
Capes of the South,SouthernWind,2,2200,5,6600,2018-03-24,2018-02-25,2018-03-24,False,False
The Demon of Brockton Bay,TigerTitian,1,1300,12,18000,2018-03-24,2018-03-04,2018-03-24,False,False
Greg Laid an Egg!,dgj212,1,1100,2,3200,2018-03-24,2018-01-28,2018-03-24,False,False
Humanity of the Shura.,Yaratchiku,3,15000,7,31000,2018-03-24,2018-06-18,2018-03-24,False,False
I can fix this,Depression#4,1,3000,7,7900,2018-03-24,2018-03-19,2018-03-24,False,False
The Power of the Media,gavinjon,6,3200,6,3200,2018-03-24,2018-03-22,2018-03-24,False,False
Puella Magi Adfligo Vermis,Godwinson,1,165,6,18000,2018-03-24,2018-07-27,2018-03-24,False,False
The Scourge of Earth,Zimprus Nalune,1,5300,25,109000,2018-03-24,2018-06-03,2018-03-24,False,False
Justice for All,SeerKing,1,3400,8,31000,2018-03-24,2016-07-14,2018-03-24,False,False
To be inhuman,Error404:PlotNotFound,1,867,4,4200,2018-03-24,2018-03-19,2018-03-24,False,False
Transparency,Sulfurado,1,4200,10,41000,2018-03-24,2018-02-17,2018-03-24,False,False
Unbelievable,JudgeBastiat,1,2400,2,3800,2018-03-24,2018-02-28,2018-03-24,False,False
The Wacky art of Improving things,Error404:PlotNotFound,1,751,2,1500,2018-03-24,2018-03-22,2018-03-24,False,False
Wings of Iron,Dyranum,1,5500,3,19000,2018-03-24,2018-03-08,2018-03-24,False,False
Worm Deviance,Xephatitanous,1,1200,4,6400,2018-03-24,2018-08-12,2018-03-24,False,False
The Age of Wolves,Backtrax,1,507,1,507,2018-03-17,2018-03-17,2018-03-17,False,False
Give The World A Hero (And Lose All You Love),IncisiveRiposte,1,2000,1,2000,2018-03-17,2018-03-17,2018-03-17,False,False
The Harrowing,The Sleeping Knight,2,4000,2,4000,2018-03-17,2018-03-17,2018-03-17,False,False
Myriad,Kian Xki,4,10000,4,10000,2018-03-17,2018-03-18,2018-03-17,False,False
Of Queens and Shardblades,JackSl,1,2500,1,2500,2018-03-17,2018-03-17,2018-03-17,False,False
To be a Wardlord,Checkmate7,1,2800,1,2800,2018-03-17,2018-03-17,2018-03-17,False,False
you as a ugadan knuckles are transported into worm,zerox4,1,31,1,31,2018-03-17,2018-03-17,2018-03-17,False,False
"Daughter, Dragon",6thfloormadness,1,3200,1,3200,2018-03-17,2018-03-17,2018-03-17,False,True
An AU in which everyone is in the police force!,freebiewitz,1,1300,1,1300,2018-03-17,2018-03-17,2018-03-17,False,True
And Taylor Was Happy,Gaia,0,2900,0,2900,2018-03-17,2018-03-17,2018-03-17,False,True
Loser,Gaia,1,764,1,764,2018-03-17,2018-03-16,2018-03-17,False,True
Heart-Under-Blade,KurobaraIto,1,5900,1,5900,2018-03-18,2018-03-18,2018-03-17,False,True
Vlog,ManMagnificent,1,2400,1,2400,2018-03-17,2018-03-17,2018-03-17,False,True
Lizzie the Ghost,RedFoxDelta,2,1100,2,1100,2018-03-17,2018-03-16,2018-03-17,False,True
A Saving People Thing,Viscount Anarchy,1,10000,1,10000,2018-03-17,2018-03-17,2018-03-17,False,True
Against the Natural Order,SouthernWind,1,1800,1,1800,2018-03-17,2018-03-17,2018-03-17,False,True
Celestial,SouthernWind,1,736,1,736,2018-03-17,2018-03-17,2018-03-17,False,True
Ignorance is Bliss,SouthernWind,1,1300,1,1300,2018-03-17,2018-03-17,2018-03-17,False,True
Second Amendment,SouthernWind,1,2100,1,2100,2018-03-17,2018-03-17,2018-03-17,False,True
